create file
Number of training examples: 64
Number of validation examples: 12
Number of testing examples: 4
Unique tokens in source assembly vocabulary: 71 
Max input length : 583
Max output length : 235
Epoch: 0 | Time: 0m 2s | learning rate 0.003
  - (Training)   ppl:  81.07992, accuracy: 0.000 %, elapse: 0.045 min
  - (Validation) ppl:  131.23550, accuracy: 0.000 %, elapse: 0.045 min
Epoch: 1 | Time: 0m 0s | learning rate 0.005
  - (Training)   ppl:  135.55649, accuracy: 0.000 %, elapse: 0.013 min
  - (Validation) ppl:  106.68175, accuracy: 0.000 %, elapse: 0.013 min
Epoch: 2 | Time: 0m 0s | learning rate 0.008
  - (Training)   ppl:  106.57787, accuracy: 2.632 %, elapse: 0.013 min
  - (Validation) ppl:  66.65118, accuracy: 0.000 %, elapse: 0.013 min
Epoch: 3 | Time: 0m 0s | learning rate 0.010
  - (Training)   ppl:  116.03585, accuracy: 1.205 %, elapse: 0.012 min
  - (Validation) ppl:  137.58239, accuracy: 0.000 %, elapse: 0.012 min
Epoch: 4 | Time: 0m 0s | learning rate 0.012
  - (Training)   ppl:  88.24209, accuracy: 2.381 %, elapse: 0.012 min
  - (Validation) ppl:  217.14507, accuracy: 0.000 %, elapse: 0.012 min
Epoch: 5 | Time: 0m 0s | learning rate 0.015
  - (Training)   ppl:  78.17636, accuracy: 5.128 %, elapse: 0.012 min
  - (Validation) ppl:  195.11010, accuracy: 0.000 %, elapse: 0.012 min
Epoch: 6 | Time: 0m 0s | learning rate 0.017
  - (Training)   ppl:  66.65282, accuracy: 3.846 %, elapse: 0.012 min
  - (Validation) ppl:  208.30888, accuracy: 0.000 %, elapse: 0.012 min
Epoch: 7 | Time: 0m 0s | learning rate 0.020
  - (Training)   ppl:  71.81321, accuracy: 6.173 %, elapse: 0.013 min
  - (Validation) ppl:  77.24598, accuracy: 0.000 %, elapse: 0.013 min
